n_links,cond_id,vol_err_pct,ang_err,seed,gt_density_L1,gt_density_L2,gt_density_L3,gt_density_L4,gt_density_L5,gt_density_L6,est_density_L1,est_density_L2,est_density_L3,est_density_L4,est_density_L5,est_density_L6,err_pct_L1,err_pct_L2,err_pct_L3,err_pct_L4,err_pct_L5,err_pct_L6,mean_err_pct,mean_mass_err_pct,base_static_err_med,base_static_sd_med,base_dyn_err_med,base_dyn_sd_med,n_configs,n_measurements,final_uncertainty,converged,grasp_point,wall_time_sec
5,C0,1.0,1%rel(min0.5deg),2,5200.0,3149.8,1907.9,1155.6,700.0,,5132.3,3102.7,1832.2,1299.5,729.7,,1.302,1.496,3.966,12.455,4.243,,4.692523387575553,3.8425748890388194,0.010952046613883638,0.0015274701792008555,0.15328116941693182,0.5529647341846606,6,24,0.15274701792008555,True,link0 proximal end (sensor at AFT200 puck),851.1694934368134
5,C0,1.0,1%rel(min0.5deg),3,5200.0,3149.8,1907.9,1155.6,700.0,,4612.7,3659.9,1729.6,1152.0,779.3,,11.294,16.195,9.345,0.308,11.335,,9.695413606485818,8.892624880656241,0.03065495575744484,0.002078155063757512,0.3011714374075461,0.5572161601289762,6,24,0.2078155063757512,True,link0 proximal end (sensor at AFT200 puck),927.5561664104462
5,C0,1.0,1%rel(min0.5deg),4,5200.0,3149.8,1907.9,1155.6,700.0,,5255.6,2827.4,2055.9,1377.3,572.9,,1.069,10.237,7.755,19.186,18.153,,11.280175914684524,10.068095811685417,0.017037950499679093,0.0028166268540033386,0.4549607986235591,0.6429163096960449,6,24,0.28166268540033385,True,link0 proximal end (sensor at AFT200 puck),928.7644853591919
5,C1,5.0,1%rel(min0.5deg),0,5200.0,3149.8,1907.9,1155.6,700.0,,5044.0,3323.2,1839.1,944.0,813.1,,3.001,5.506,3.608,18.315,16.151,,9.316220071283265,4.594468119864508,0.01458708490019003,0.0016024587232427328,0.19907245268201157,0.5255550820617949,6,24,0.1602458723242733,True,link0 proximal end (sensor at AFT200 puck),951.1741440296173
5,C1,5.0,1%rel(min0.5deg),1,5200.0,3149.8,1907.9,1155.6,700.0,,5327.7,3153.8,2228.7,989.6,883.7,,2.457,0.127,16.814,14.363,26.236,,11.999181297534182,11.322940196107691,0.004013366563829533,0.0016044845432053522,0.34735417729340656,0.6460843719909415,6,24,0.16044845432053523,True,link0 proximal end (sensor at AFT200 puck),818.1551344394684
5,C1,5.0,1%rel(min0.5deg),2,5200.0,3149.8,1907.9,1155.6,700.0,,4966.3,2859.3,2031.6,1129.4,843.0,,4.494,9.222,6.483,2.271,20.428,,8.57955350822478,3.7721419291425535,0.010834781473960073,0.0015013368559091756,0.14545547178894191,0.5141163790424725,6,24,0.15013368559091755,True,link0 proximal end (sensor at AFT200 puck),852.0547666549683
5,C1,5.0,1%rel(min0.5deg),3,5200.0,3149.8,1907.9,1155.6,700.0,,4771.6,3521.8,2233.2,983.6,593.5,,8.238,11.810,17.052,14.882,15.211,,13.43852621466417,11.49134412791568,0.047766222111891514,0.001920400315186173,0.5468569431125345,0.5070201327679978,6,24,0.1920400315186173,True,link0 proximal end (sensor at AFT200 puck),915.1846642494202
5,C1,5.0,1%rel(min0.5deg),4,5200.0,3149.8,1907.9,1155.6,700.0,,5067.1,2954.5,2057.5,1281.2,651.0,,2.556,6.200,7.840,10.871,7.005,,6.894549355872191,7.5433692152101885,0.018604930017683034,0.0028797099515262166,0.4044378600895826,0.6607002282194838,6,24,0.28797099515262164,True,link0 proximal end (sensor at AFT200 puck),1045.9224462509155
5,C2,1.0,5%rel(min0.5deg),0,5200.0,3149.8,1907.9,1155.6,700.0,,5284.3,3315.1,1671.7,1190.4,678.5,,1.621,5.248,12.379,3.011,3.073,,5.066177556062908,4.700296884760672,0.03629258802437323,0.0016207367435889537,0.20110467093623252,0.5234917653780053,6,24,0.16207367435889536,True,link0 proximal end (sensor at AFT200 puck),834.4081408977509
5,C2,1.0,5%rel(min0.5deg),1,5200.0,3149.8,1907.9,1155.6,700.0,,5051.7,3523.2,2008.9,967.5,902.2,,2.851,11.856,5.296,16.273,28.883,,13.031794982058468,11.188522311794681,0.016789354814348897,0.0022455336240163643,0.27288484191472673,0.6986368478402067,6,24,0.22455336240163642,True,link0 proximal end (sensor at AFT200 puck),519.8135175704956
5,C2,1.0,5%rel(min0.5deg),2,5200.0,3149.8,1907.9,1155.6,700.0,,5288.1,3218.1,1574.2,1115.8,986.1,,1.694,2.167,17.492,3.444,40.877,,13.134756413698279,10.913630772097596,0.01600803407974817,0.0015418477086649117,0.19754981768401067,0.5332830665641461,6,24,0.15418477086649118,True,link0 proximal end (sensor at AFT200 puck),777.3158881664276
5,C2,1.0,5%rel(min0.5deg),3,5200.0,3149.8,1907.9,1155.6,700.0,,4144.3,4351.6,1546.6,1389.5,535.4,,20.301,38.155,18.935,20.244,23.514,,24.229761098354363,21.741785162216356,0.056152245365239065,0.002567044051786223,0.9890623057737888,0.5590790457881962,6,24,0.2567044051786223,True,link0 proximal end (sensor at AFT200 puck),764.2081277370453
5,C2,1.0,5%rel(min0.5deg),4,5200.0,3149.8,1907.9,1155.6,700.0,,5683.7,2490.3,2020.2,1543.7,425.8,,9.302,20.938,5.885,33.585,39.175,,21.77687627368657,19.063957610411293,0.07845106703964044,0.002802962335319345,0.8713603248071975,0.6653271181730389,6,24,0.2802962335319345,True,link0 proximal end (sensor at AFT200 puck),889.0378892421722
5,C3,5.0,5%rel(min0.5deg),0,5200.0,3149.8,1907.9,1155.6,700.0,,5124.6,3368.4,1672.7,1058.6,756.9,,1.450,6.940,12.329,8.398,8.130,,7.4495954993316005,3.489271202069909,0.03601985962232772,0.0016292709267285938,0.18436030219449476,0.5245656269503547,6,24,0.16292709267285937,True,link0 proximal end (sensor at AFT200 puck),1088.2924420833588
5,C3,5.0,5%rel(min0.5deg),1,5200.0,3149.8,1907.9,1155.6,700.0,,5197.8,3527.1,1990.0,1077.9,822.1,,0.042,11.977,4.302,6.724,17.442,,8.097275912176979,9.699467268765995,0.01647891736262018,0.0022439615279842063,0.24927409321193023,0.692650130379471,6,24,0.22439615279842062,True,link0 proximal end (sensor at AFT200 puck),524.7219116687775
