part,V_cm3,cx_mm,cy_mm,cz_mm,watertight
v3_part0_root,82.7609406913824,59.82471568160924,0.07177298796240593,0.7715679068082104,True
v3_part1_elbow,46.50106840007403,59.44420851337299,2.807043667338756,-1.2315348394174195,True
v3_part2_tip,41.31595417257201,41.54190090880933,-3.1078512048346982,0.05978397606700015,True
